,match_time,template
20180105T222633Z,2018-01-05T22:26:33.910000Z,1c
20180105T223159Z,2018-01-05T22:31:59.030000Z,1d
20180105T223316Z,2018-01-05T22:33:16.220000Z,1d
20180105T223607Z,2018-01-05T22:36:07.240000Z,2c
20180105T223924Z,2018-01-05T22:39:24.280000Z,1c
20180105T224452Z,2018-01-05T22:44:52.730000Z,1d
20180105T224634Z,2018-01-05T22:46:34.940000Z,1c
20180105T225740Z,2018-01-05T22:57:40.520000Z,1c
20180105T225949Z,2018-01-05T22:59:49.350000Z,1c
20180105T230058Z,2018-01-05T23:00:58.540000Z,1c
20180105T230144Z,2018-01-05T23:01:44.890000Z,1c
20180105T230723Z,2018-01-05T23:07:23.920000Z,1d
20180105T231544Z,2018-01-05T23:15:44.780000Z,1d
20180105T234751Z,2018-01-05T23:47:51.810000Z,1c
20180105T235213Z,2018-01-05T23:52:13.160000Z,4b
20180105T235910Z,2018-01-05T23:59:10.090000Z,1d
20180105T001210Z,2018-01-05T00:12:10.950000Z,1d
20180105T001520Z,2018-01-05T00:15:20.870000Z,1d
20180105T001752Z,2018-01-05T00:17:52.550000Z,1d
20180105T003244Z,2018-01-05T00:32:44.160000Z,1d
20180105T004409Z,2018-01-05T00:44:09.760000Z,7d
20180105T011854Z,2018-01-05T01:18:54.590000Z,1d
20180105T013307Z,2018-01-05T01:33:07.700000Z,1d
20180105T013352Z,2018-01-05T01:33:52.600000Z,8d
20180105T014219Z,2018-01-05T01:42:19.760000Z,8c
20180105T014802Z,2018-01-05T01:48:02.980000Z,1d
20180105T015601Z,2018-01-05T01:56:01.400000Z,2c
20180105T021056Z,2018-01-05T02:10:56.760000Z,1d
20180105T021811Z,2018-01-05T02:18:11.680000Z,1d
20180105T022705Z,2018-01-05T02:27:05.710000Z,8c
20180105T023103Z,2018-01-05T02:31:03.000000Z,1d
20180105T023953Z,2018-01-05T02:39:53.140000Z,2c
20180105T024455Z,2018-01-05T02:44:55.860000Z,6d
20180105T030029Z,2018-01-05T03:00:29.530000Z,2c
20180105T031125Z,2018-01-05T03:11:25.300000Z,1d
20180105T033824Z,2018-01-05T03:38:24.300000Z,8c
20180105T034648Z,2018-01-05T03:46:48.950000Z,1d
20180105T034946Z,2018-01-05T03:49:46.870000Z,1d
20180105T040257Z,2018-01-05T04:02:57.310000Z,8c
20180105T041607Z,2018-01-05T04:16:07.310000Z,1d
20180105T041701Z,2018-01-05T04:17:01.430000Z,8c
20180105T041737Z,2018-01-05T04:17:37.460000Z,1d
20180105T042812Z,2018-01-05T04:28:12.720000Z,1d
20180105T045200Z,2018-01-05T04:52:00.990000Z,1d
20180105T052102Z,2018-01-05T05:21:02.880000Z,1d
20180105T052119Z,2018-01-05T05:21:19.290000Z,2c
20180105T054206Z,2018-01-05T05:42:06.280000Z,7d
20180105T054439Z,2018-01-05T05:44:39.370000Z,1d
20180105T060753Z,2018-01-05T06:07:53.580000Z,1d
20180105T062647Z,2018-01-05T06:26:47.620000Z,7d
20180105T065017Z,2018-01-05T06:50:17.750000Z,1d
20180105T070332Z,2018-01-05T07:03:32.760000Z,1d
20180105T072141Z,2018-01-05T07:21:41.250000Z,2d
20180105T072331Z,2018-01-05T07:23:31.050000Z,2c
20180105T073501Z,2018-01-05T07:35:01.230000Z,2c
20180105T073828Z,2018-01-05T07:38:28.100000Z,8d
20180105T074852Z,2018-01-05T07:48:52.080000Z,1d
20180105T083353Z,2018-01-05T08:33:53.200000Z,1d
20180105T085114Z,2018-01-05T08:51:14.790000Z,2c
20180105T090349Z,2018-01-05T09:03:49.620000Z,1d
20180105T090746Z,2018-01-05T09:07:46.240000Z,6d
20180105T091355Z,2018-01-05T09:13:55.980000Z,1d
20180105T093740Z,2018-01-05T09:37:40.050000Z,1d
20180105T093823Z,2018-01-05T09:38:23.140000Z,2c
20180105T095158Z,2018-01-05T09:51:58.520000Z,1d
20180105T101135Z,2018-01-05T10:11:35.250000Z,6d
20180105T103733Z,2018-01-05T10:37:33.810000Z,1d
20180105T103800Z,2018-01-05T10:38:00.130000Z,1d
20180105T104016Z,2018-01-05T10:40:16.260000Z,1d
20180105T104031Z,2018-01-05T10:40:31.440000Z,8c
20180105T105944Z,2018-01-05T10:59:44.200000Z,1d
20180105T111228Z,2018-01-05T11:12:28.690000Z,1d
20180105T111429Z,2018-01-05T11:14:29.320000Z,1d
20180105T115420Z,2018-01-05T11:54:20.380000Z,1d
20180105T120326Z,2018-01-05T12:03:26.050000Z,6d
20180105T121207Z,2018-01-05T12:12:07.680000Z,2d
20180105T122211Z,2018-01-05T12:22:11.920000Z,2c
20180105T122419Z,2018-01-05T12:24:19.780000Z,1d
20180105T125725Z,2018-01-05T12:57:25.790000Z,1d
20180105T125931Z,2018-01-05T12:59:31.530000Z,8d
20180105T131421Z,2018-01-05T13:14:21.770000Z,6d
20180105T132022Z,2018-01-05T13:20:22.740000Z,2c
20180105T133016Z,2018-01-05T13:30:16.970000Z,1d
20180105T133447Z,2018-01-05T13:34:47.450000Z,7a
20180105T134533Z,2018-01-05T13:45:33.980000Z,1d
20180105T134603Z,2018-01-05T13:46:03.890000Z,7d
20180105T134828Z,2018-01-05T13:48:28.060000Z,1d
20180105T135429Z,2018-01-05T13:54:29.730000Z,2c
20180105T135913Z,2018-01-05T13:59:13.340000Z,1d
20180105T140951Z,2018-01-05T14:09:51.160000Z,2c
20180105T143018Z,2018-01-05T14:30:18.120000Z,1d
20180105T143902Z,2018-01-05T14:39:02.560000Z,1d
20180105T144133Z,2018-01-05T14:41:33.140000Z,1d
20180105T144532Z,2018-01-05T14:45:32.210000Z,1d
20180105T144829Z,2018-01-05T14:48:29.050000Z,1d
20180105T150911Z,2018-01-05T15:09:11.290000Z,1d
20180105T151857Z,2018-01-05T15:18:57.460000Z,2c
20180105T152614Z,2018-01-05T15:26:14.230000Z,1d
20180105T154450Z,2018-01-05T15:44:50.900000Z,7d
20180105T161159Z,2018-01-05T16:11:59.360000Z,4d
20180105T162507Z,2018-01-05T16:25:07.200000Z,2c
20180105T162544Z,2018-01-05T16:25:44.200000Z,7a
20180105T164056Z,2018-01-05T16:40:56.780000Z,2c
20180105T164232Z,2018-01-05T16:42:32.540000Z,7d
20180105T165417Z,2018-01-05T16:54:17.670000Z,1d
20180105T165523Z,2018-01-05T16:55:23.340000Z,1d
20180105T170421Z,2018-01-05T17:04:21.330000Z,7d
20180105T170936Z,2018-01-05T17:09:36.670000Z,2d
20180105T171414Z,2018-01-05T17:14:14.720000Z,2c
20180105T171553Z,2018-01-05T17:15:53.900000Z,6a
20180105T173513Z,2018-01-05T17:35:13.550000Z,2c
20180105T183306Z,2018-01-05T18:33:06.870000Z,6d
20180105T184257Z,2018-01-05T18:42:57.580000Z,1d
20180105T193224Z,2018-01-05T19:32:24.770000Z,6d
20180105T195656Z,2018-01-05T19:56:56.950000Z,2c
20180105T201302Z,2018-01-05T20:13:02.170000Z,1d
20180105T201840Z,2018-01-05T20:18:40.900000Z,1d
20180105T202757Z,2018-01-05T20:27:57.210000Z,1d
20180105T210803Z,2018-01-05T21:08:03.500000Z,1d
20180105T211035Z,2018-01-05T21:10:35.530000Z,2c
20180105T211128Z,2018-01-05T21:11:28.290000Z,7d
20180105T214955Z,2018-01-05T21:49:55.750000Z,1d
20180105T215256Z,2018-01-05T21:52:56.080000Z,1d
20180105T215356Z,2018-01-05T21:53:56.940000Z,7d
20180105T215508Z,2018-01-05T21:55:08.180000Z,2c
20180105T220942Z,2018-01-05T22:09:42.390000Z,1d
20180105T224635Z,2018-01-05T22:46:35.600000Z,2c
20180105T230145Z,2018-01-05T23:01:45.340000Z,1d
20180105T231153Z,2018-01-05T23:11:53.080000Z,2c
20180105T233435Z,2018-01-05T23:34:35.350000Z,1d
20180105T234039Z,2018-01-05T23:40:39.840000Z,1d
20180105T234445Z,2018-01-05T23:44:45.860000Z,1d
20180105T235614Z,2018-01-05T23:56:14.860000Z,2c
20180105T002638Z,2018-01-05T00:26:38.300000Z,2a
20180105T003222Z,2018-01-05T00:32:22.520000Z,2c
20180105T004856Z,2018-01-05T00:48:56.580000Z,2a
20180105T005231Z,2018-01-05T00:52:31.550000Z,2a
20180105T013407Z,2018-01-05T01:34:07.730000Z,2a
20180105T015222Z,2018-01-05T01:52:22.950000Z,2a
20180105T015600Z,2018-01-05T01:56:00.200000Z,2a
20180105T021335Z,2018-01-05T02:13:35.180000Z,8b
20180105T022704Z,2018-01-05T02:27:04.740000Z,2a
20180105T022741Z,2018-01-05T02:27:41.180000Z,2a
20180105T033823Z,2018-01-05T03:38:23.820000Z,2c
20180105T034828Z,2018-01-05T03:48:28.440000Z,2a
20180105T040239Z,2018-01-05T04:02:39.900000Z,2a
20180105T042415Z,2018-01-05T04:24:15.240000Z,2a
20180105T043318Z,2018-01-05T04:33:18.120000Z,2a
20180105T043611Z,2018-01-05T04:36:11.490000Z,2a
20180105T044733Z,2018-01-05T04:47:33.670000Z,4b
20180105T051429Z,2018-01-05T05:14:29.460000Z,2a
20180105T051649Z,2018-01-05T05:16:49.430000Z,2a
20180105T053807Z,2018-01-05T05:38:07.440000Z,2a
20180105T054919Z,2018-01-05T05:49:19.790000Z,2a
20180105T055351Z,2018-01-05T05:53:51.410000Z,2a
20180105T062608Z,2018-01-05T06:26:08.640000Z,2a
20180105T063347Z,2018-01-05T06:33:47.610000Z,6a
20180105T063756Z,2018-01-05T06:37:56.590000Z,6a
20180105T064237Z,2018-01-05T06:42:37.490000Z,2a
20180105T071405Z,2018-01-05T07:14:05.870000Z,2a
20180105T073144Z,2018-01-05T07:31:44.080000Z,2a
20180105T083118Z,2018-01-05T08:31:18.710000Z,6b
20180105T084436Z,2018-01-05T08:44:36.170000Z,2a
20180105T084523Z,2018-01-05T08:45:23.870000Z,2a
20180105T085334Z,2018-01-05T08:53:34.090000Z,2a
20180105T094848Z,2018-01-05T09:48:48.930000Z,2a
20180105T095451Z,2018-01-05T09:54:51.340000Z,2a
20180105T095831Z,2018-01-05T09:58:31.120000Z,8b
20180105T102808Z,2018-01-05T10:28:08.940000Z,2a
20180105T104523Z,2018-01-05T10:45:23.740000Z,2a
20180105T104611Z,2018-01-05T10:46:11.480000Z,2a
20180105T105938Z,2018-01-05T10:59:38.820000Z,2a
20180105T110009Z,2018-01-05T11:00:09.950000Z,6b
20180105T111227Z,2018-01-05T11:12:27.560000Z,2a
20180105T111323Z,2018-01-05T11:13:23.620000Z,2a
20180105T113815Z,2018-01-05T11:38:15.090000Z,2a
20180105T115128Z,2018-01-05T11:51:28.660000Z,2a
20180105T124219Z,2018-01-05T12:42:19.250000Z,5b
20180105T125207Z,2018-01-05T12:52:07.920000Z,2a
20180105T125318Z,2018-01-05T12:53:18.770000Z,2a
20180105T131638Z,2018-01-05T13:16:38.290000Z,2a
20180105T132221Z,2018-01-05T13:22:21.330000Z,2a
20180105T135739Z,2018-01-05T13:57:39.650000Z,8b
20180105T142801Z,2018-01-05T14:28:01.780000Z,2a
20180105T145906Z,2018-01-05T14:59:06.840000Z,2a
20180105T152402Z,2018-01-05T15:24:02.210000Z,6a
20180105T153822Z,2018-01-05T15:38:22.200000Z,2a
20180105T154152Z,2018-01-05T15:41:52.380000Z,6a
20180105T154615Z,2018-01-05T15:46:15.920000Z,6a
20180105T155134Z,2018-01-05T15:51:34.820000Z,2a
20180105T160355Z,2018-01-05T16:03:55.400000Z,2a
20180105T161223Z,2018-01-05T16:12:23.900000Z,2a
20180105T161435Z,2018-01-05T16:14:35.840000Z,2a
20180105T161657Z,2018-01-05T16:16:57.880000Z,2a
20180105T161832Z,2018-01-05T16:18:32.630000Z,8b
20180105T170434Z,2018-01-05T17:04:34.900000Z,2a
20180105T171348Z,2018-01-05T17:13:48.540000Z,2a
20180105T180309Z,2018-01-05T18:03:09.290000Z,2a
20180105T180845Z,2018-01-05T18:08:45.590000Z,2a
20180105T181450Z,2018-01-05T18:14:50.010000Z,2a
20180105T183242Z,2018-01-05T18:32:42.280000Z,6b
20180105T183337Z,2018-01-05T18:33:37.320000Z,2a
20180105T185132Z,2018-01-05T18:51:32.410000Z,2a
20180105T192152Z,2018-01-05T19:21:52.550000Z,6b
20180105T194558Z,2018-01-05T19:45:58.230000Z,2a
20180105T201836Z,2018-01-05T20:18:36.110000Z,2a
20180105T201933Z,2018-01-05T20:19:33.210000Z,2a
20180105T204634Z,2018-01-05T20:46:34.210000Z,2a
20180105T210802Z,2018-01-05T21:08:02.860000Z,2c
20180105T211046Z,2018-01-05T21:10:46.840000Z,2a
20180105T211817Z,2018-01-05T21:18:17.500000Z,2a
20180105T215055Z,2018-01-05T21:50:55.440000Z,8b
20180105T215208Z,2018-01-05T21:52:08.780000Z,2c
20180105T215416Z,2018-01-05T21:54:16.860000Z,2a
20180105T221714Z,2018-01-05T22:17:14.880000Z,2a
20180105T222820Z,2018-01-05T22:28:20.910000Z,2a
20180105T223753Z,2018-01-05T22:37:53.600000Z,2a
20180105T224322Z,2018-01-05T22:43:22.930000Z,2a
20180105T224515Z,2018-01-05T22:45:15.350000Z,2a
20180105T234019Z,2018-01-05T23:40:19.480000Z,2a
20180105T234353Z,2018-01-05T23:43:53.170000Z,2a
20180105T234849Z,2018-01-05T23:48:49.300000Z,2a
20180105T002311Z,2018-01-05T00:23:11.580000Z,2b
20180105T003313Z,2018-01-05T00:33:13.260000Z,2b
20180105T030936Z,2018-01-05T03:09:36.360000Z,2b
20180105T042518Z,2018-01-05T04:25:18.910000Z,2b
20180105T045854Z,2018-01-05T04:58:54.200000Z,6b
20180105T074834Z,2018-01-05T07:48:34.740000Z,2b
20180105T081704Z,2018-01-05T08:17:04.230000Z,2b
20180105T085631Z,2018-01-05T08:56:31.280000Z,2b
20180105T093253Z,2018-01-05T09:32:53.340000Z,2b
20180105T102548Z,2018-01-05T10:25:48.100000Z,2b
20180105T112112Z,2018-01-05T11:21:12.470000Z,2b
20180105T120134Z,2018-01-05T12:01:34.930000Z,2b
20180105T123339Z,2018-01-05T12:33:39.130000Z,2b
20180105T125113Z,2018-01-05T12:51:13.560000Z,6b
20180105T125736Z,2018-01-05T12:57:36.230000Z,2b
20180105T133413Z,2018-01-05T13:34:13.400000Z,2b
20180105T143952Z,2018-01-05T14:39:52.870000Z,2b
20180105T145023Z,2018-01-05T14:50:23.320000Z,2b
20180105T150731Z,2018-01-05T15:07:31.810000Z,2b
20180105T152139Z,2018-01-05T15:21:39.460000Z,2b
20180105T154530Z,2018-01-05T15:45:30.320000Z,8c
20180105T155453Z,2018-01-05T15:54:53.150000Z,2b
20180105T161834Z,2018-01-05T16:18:34.360000Z,2b
20180105T163020Z,2018-01-05T16:30:20.270000Z,2b
20180105T164104Z,2018-01-05T16:41:04.650000Z,5a
20180105T165551Z,2018-01-05T16:55:51.030000Z,2c
20180105T171812Z,2018-01-05T17:18:12.130000Z,2b
20180105T172231Z,2018-01-05T17:22:31.730000Z,2b
20180105T173420Z,2018-01-05T17:34:20.580000Z,8c
20180105T175913Z,2018-01-05T17:59:13.060000Z,2b
20180105T180921Z,2018-01-05T18:09:21.350000Z,2b
20180105T183833Z,2018-01-05T18:38:33.290000Z,2b
20180105T194024Z,2018-01-05T19:40:24.090000Z,2c
20180105T202513Z,2018-01-05T20:25:13.750000Z,2b
20180105T205230Z,2018-01-05T20:52:30.430000Z,2b
20180105T214741Z,2018-01-05T21:47:41.220000Z,2b
20180105T214929Z,2018-01-05T21:49:29.980000Z,2b
20180105T215941Z,2018-01-05T21:59:41.880000Z,2b
20180105T220908Z,2018-01-05T22:09:08.640000Z,2b
20180105T222323Z,2018-01-05T22:23:23.020000Z,2b
20180105T223428Z,2018-01-05T22:34:28.820000Z,2b
20180105T224723Z,2018-01-05T22:47:23.210000Z,2b
20180105T004305Z,2018-01-05T00:43:05.310000Z,2c
20180105T011711Z,2018-01-05T01:17:11.860000Z,2c
20180105T013408Z,2018-01-05T01:34:08.790000Z,8c
20180105T013913Z,2018-01-05T01:39:13.480000Z,2c
20180105T022742Z,2018-01-05T02:27:42.270000Z,2d
20180105T022916Z,2018-01-05T02:29:16.560000Z,6a
20180105T023417Z,2018-01-05T02:34:17.580000Z,2c
20180105T024150Z,2018-01-05T02:41:50.490000Z,2c
20180105T025215Z,2018-01-05T02:52:15.160000Z,2c
20180105T030429Z,2018-01-05T03:04:29.430000Z,2c
20180105T031245Z,2018-01-05T03:12:45.560000Z,2c
20180105T031440Z,2018-01-05T03:14:40.470000Z,2c
20180105T034859Z,2018-01-05T03:48:59.030000Z,2c
20180105T040240Z,2018-01-05T04:02:40.960000Z,8c
20180105T040256Z,2018-01-05T04:02:56.830000Z,2c
20180105T041616Z,2018-01-05T04:16:16.180000Z,2c
20180105T041632Z,2018-01-05T04:16:32.440000Z,2c
20180105T041700Z,2018-01-05T04:17:00.960000Z,2c
20180105T041736Z,2018-01-05T04:17:36.070000Z,6c
20180105T044105Z,2018-01-05T04:41:05.880000Z,2c
20180105T045623Z,2018-01-05T04:56:23.900000Z,2c
20180105T050052Z,2018-01-05T05:00:52.490000Z,2c
20180105T051131Z,2018-01-05T05:11:31.870000Z,6d
20180105T051650Z,2018-01-05T05:16:50.380000Z,2d
20180105T053808Z,2018-01-05T05:38:08.670000Z,2c
20180105T054004Z,2018-01-05T05:40:04.500000Z,2c
20180105T054438Z,2018-01-05T05:44:38.730000Z,6d
20180105T055656Z,2018-01-05T05:56:56.820000Z,2c
20180105T060335Z,2018-01-05T06:03:35.170000Z,2c
20180105T063348Z,2018-01-05T06:33:48.180000Z,2c
20180105T063454Z,2018-01-05T06:34:54.660000Z,2c
20180105T063527Z,2018-01-05T06:35:27.650000Z,6d
20180105T071407Z,2018-01-05T07:14:07.090000Z,2c
20180105T072109Z,2018-01-05T07:21:09.730000Z,2c
20180105T072140Z,2018-01-05T07:21:40.840000Z,2c
20180105T081827Z,2018-01-05T08:18:27.360000Z,2c
20180105T082518Z,2018-01-05T08:25:18.710000Z,2c
20180105T083255Z,2018-01-05T08:32:55.310000Z,8c
20180105T083352Z,2018-01-05T08:33:52.840000Z,8d
20180105T084721Z,2018-01-05T08:47:21.860000Z,2c
20180105T090335Z,2018-01-05T09:03:35.570000Z,2c
20180105T092728Z,2018-01-05T09:27:28.040000Z,2c
20180105T093739Z,2018-01-05T09:37:39.420000Z,2c
20180105T094255Z,2018-01-05T09:42:55.700000Z,6d
20180105T100412Z,2018-01-05T10:04:12.710000Z,2c
20180105T102809Z,2018-01-05T10:28:09.450000Z,2c
20180105T103548Z,2018-01-05T10:35:48.020000Z,2c
20180105T104015Z,2018-01-05T10:40:15.620000Z,2c
20180105T104030Z,2018-01-05T10:40:30.960000Z,2c
20180105T104524Z,2018-01-05T10:45:24.230000Z,2c
20180105T105046Z,2018-01-05T10:50:46.460000Z,8a
20180105T105058Z,2018-01-05T10:50:58.720000Z,8c
20180105T110117Z,2018-01-05T11:01:17.660000Z,2c
20180105T110742Z,2018-01-05T11:07:42.540000Z,2c
20180105T111240Z,2018-01-05T11:12:40.620000Z,2c
20180105T115103Z,2018-01-05T11:51:03.050000Z,6a
20180105T115411Z,2018-01-05T11:54:11.130000Z,2c
20180105T115856Z,2018-01-05T11:58:56.480000Z,2c
20180105T120225Z,2018-01-05T12:02:25.000000Z,6d
20180105T120333Z,2018-01-05T12:03:33.000000Z,8c
20180105T121240Z,2018-01-05T12:12:40.710000Z,2c
20180105T121305Z,2018-01-05T12:13:05.040000Z,2c
20180105T122745Z,2018-01-05T12:27:45.500000Z,2c
20180105T123151Z,2018-01-05T12:31:51.020000Z,6a
20180105T123332Z,2018-01-05T12:33:32.210000Z,2d
20180105T124322Z,2018-01-05T12:43:22.340000Z,2c
20180105T125208Z,2018-01-05T12:52:08.660000Z,2c
20180105T125651Z,2018-01-05T12:56:51.230000Z,6d
20180105T131401Z,2018-01-05T13:14:01.340000Z,6d
20180105T132723Z,2018-01-05T13:27:23.200000Z,2d
20180105T132958Z,2018-01-05T13:29:58.200000Z,8c
20180105T133446Z,2018-01-05T13:34:46.740000Z,2c
20180105T133947Z,2018-01-05T13:39:47.320000Z,2c
20180105T134444Z,2018-01-05T13:44:44.960000Z,2c
20180105T135538Z,2018-01-05T13:55:38.230000Z,6d
20180105T135644Z,2018-01-05T13:56:44.320000Z,2c
20180105T142414Z,2018-01-05T14:24:14.230000Z,2c
20180105T142802Z,2018-01-05T14:28:02.530000Z,6a
20180105T143407Z,2018-01-05T14:34:07.390000Z,6a
20180105T143438Z,2018-01-05T14:34:38.260000Z,6a
20180105T143901Z,2018-01-05T14:39:01.360000Z,6a
20180105T150238Z,2018-01-05T15:02:38.990000Z,2c
20180105T151752Z,2018-01-05T15:17:52.000000Z,2c
20180105T152606Z,2018-01-05T15:26:06.310000Z,2c
20180105T152829Z,2018-01-05T15:28:29.860000Z,2c
20180105T154042Z,2018-01-05T15:40:42.420000Z,2c
20180105T160723Z,2018-01-05T16:07:23.590000Z,8d
20180105T161356Z,2018-01-05T16:13:56.530000Z,2d
20180105T161902Z,2018-01-05T16:19:02.660000Z,2c
20180105T162341Z,2018-01-05T16:23:41.810000Z,2c
20180105T162927Z,2018-01-05T16:29:27.380000Z,2c
20180105T164634Z,2018-01-05T16:46:34.570000Z,2c
20180105T165133Z,2018-01-05T16:51:33.930000Z,2c
20180105T170436Z,2018-01-05T17:04:36.100000Z,2c
20180105T170520Z,2018-01-05T17:05:20.540000Z,2d
20180105T170943Z,2018-01-05T17:09:43.700000Z,2c
20180105T171307Z,2018-01-05T17:13:07.160000Z,2c
20180105T172403Z,2018-01-05T17:24:03.240000Z,2c
20180105T172544Z,2018-01-05T17:25:44.310000Z,6a
20180105T173044Z,2018-01-05T17:30:44.210000Z,2c
20180105T174552Z,2018-01-05T17:45:52.140000Z,2d
20180105T182255Z,2018-01-05T18:22:55.090000Z,6d
20180105T183453Z,2018-01-05T18:34:53.720000Z,6d
20180105T184237Z,2018-01-05T18:42:37.020000Z,2c
20180105T192323Z,2018-01-05T19:23:23.720000Z,2c
20180105T200907Z,2018-01-05T20:09:07.390000Z,2c
20180105T201205Z,2018-01-05T20:12:05.960000Z,2c
20180105T201837Z,2018-01-05T20:18:37.120000Z,2c
20180105T203912Z,2018-01-05T20:39:12.700000Z,2c
20180105T210109Z,2018-01-05T21:01:09.880000Z,6d
20180105T210951Z,2018-01-05T21:09:51.280000Z,2c
20180105T211606Z,2018-01-05T21:16:06.790000Z,2c
20180105T220123Z,2018-01-05T22:01:23.350000Z,6c
20180105T224036Z,2018-01-05T22:40:36.100000Z,2c
20180105T224324Z,2018-01-05T22:43:24.180000Z,2c
20180105T231543Z,2018-01-05T23:15:43.940000Z,2c
20180105T233301Z,2018-01-05T23:33:01.500000Z,2c
20180105T000724Z,2018-01-05T00:07:24.220000Z,6a
20180105T003608Z,2018-01-05T00:36:08.410000Z,2d
20180105T004857Z,2018-01-05T00:48:57.660000Z,2d
20180105T011116Z,2018-01-05T01:11:16.920000Z,6d
20180105T012519Z,2018-01-05T01:25:19.750000Z,2d
20180105T012601Z,2018-01-05T01:26:01.840000Z,2d
20180105T020234Z,2018-01-05T02:02:34.780000Z,2d
20180105T031138Z,2018-01-05T03:11:38.910000Z,6d
20180105T032741Z,2018-01-05T03:27:41.740000Z,2d
20180105T035514Z,2018-01-05T03:55:14.880000Z,2d
20180105T035624Z,2018-01-05T03:56:24.320000Z,6d
20180105T041456Z,2018-01-05T04:14:56.650000Z,7d
20180105T042416Z,2018-01-05T04:24:16.540000Z,6d
20180105T043118Z,2018-01-05T04:31:18.720000Z,2d
20180105T055353Z,2018-01-05T05:53:53.440000Z,2d
20180105T055513Z,2018-01-05T05:55:13.460000Z,2d
20180105T061613Z,2018-01-05T06:16:13.310000Z,6d
20180105T063724Z,2018-01-05T06:37:24.860000Z,2d
20180105T070847Z,2018-01-05T07:08:47.360000Z,2d
20180105T071744Z,2018-01-05T07:17:44.250000Z,6d
20180105T074416Z,2018-01-05T07:44:16.620000Z,2d
20180105T095153Z,2018-01-05T09:51:53.880000Z,2d
20180105T095832Z,2018-01-05T09:58:32.190000Z,2d
20180105T101058Z,2018-01-05T10:10:58.320000Z,6d
20180105T103547Z,2018-01-05T10:35:47.930000Z,6d
20180105T105939Z,2018-01-05T10:59:39.720000Z,2d
20180105T110656Z,2018-01-05T11:06:56.940000Z,2d
20180105T115114Z,2018-01-05T11:51:14.180000Z,2d
20180105T115628Z,2018-01-05T11:56:28.220000Z,2d
20180105T120224Z,2018-01-05T12:02:24.780000Z,2d
20180105T121753Z,2018-01-05T12:17:53.760000Z,2d
20180105T123027Z,2018-01-05T12:30:27.100000Z,2d
20180105T125857Z,2018-01-05T12:58:57.840000Z,2d
20180105T131052Z,2018-01-05T13:10:52.770000Z,6d
20180105T131639Z,2018-01-05T13:16:39.390000Z,2d
20180105T131650Z,2018-01-05T13:16:50.760000Z,2d
20180105T142131Z,2018-01-05T14:21:31.240000Z,6d
20180105T145819Z,2018-01-05T14:58:19.980000Z,2d
20180105T152403Z,2018-01-05T15:24:03.580000Z,6d
20180105T154158Z,2018-01-05T15:41:58.090000Z,2d
20180105T154616Z,2018-01-05T15:46:16.520000Z,2d
20180105T155524Z,2018-01-05T15:55:24.940000Z,2d
20180105T160356Z,2018-01-05T16:03:56.690000Z,6d
20180105T161224Z,2018-01-05T16:12:24.960000Z,2d
20180105T161436Z,2018-01-05T16:14:36.590000Z,2d
20180105T162627Z,2018-01-05T16:26:27.930000Z,2d
20180105T164244Z,2018-01-05T16:42:44.810000Z,6d
20180105T164705Z,2018-01-05T16:47:05.700000Z,6d
20180105T165623Z,2018-01-05T16:56:23.080000Z,2d
20180105T172718Z,2018-01-05T17:27:18.210000Z,2d
20180105T180846Z,2018-01-05T18:08:46.670000Z,2d
20180105T183454Z,2018-01-05T18:34:54.430000Z,2d
20180105T185133Z,2018-01-05T18:51:33.490000Z,2d
20180105T192536Z,2018-01-05T19:25:36.440000Z,6d
20180105T194539Z,2018-01-05T19:45:39.120000Z,2d
20180105T194629Z,2018-01-05T19:46:29.440000Z,2d
20180105T195646Z,2018-01-05T19:56:46.940000Z,2d
20180105T201911Z,2018-01-05T20:19:11.860000Z,2d
20180105T204635Z,2018-01-05T20:46:35.510000Z,6d
20180105T211818Z,2018-01-05T21:18:18.790000Z,6d
20180105T213329Z,2018-01-05T21:33:29.230000Z,6d
20180105T235254Z,2018-01-05T23:52:54.800000Z,2d
20180105T001308Z,2018-01-05T00:13:08.600000Z,3a
20180105T060457Z,2018-01-05T06:04:57.080000Z,3a
20180105T064741Z,2018-01-05T06:47:41.140000Z,3a
20180105T065621Z,2018-01-05T06:56:21.200000Z,3a
20180105T103949Z,2018-01-05T10:39:49.440000Z,3a
20180105T184135Z,2018-01-05T18:41:35.700000Z,3a
20180105T190355Z,2018-01-05T19:03:55.520000Z,3a
20180105T210955Z,2018-01-05T21:09:55.720000Z,3b
20180105T220601Z,2018-01-05T22:06:01.580000Z,3b
20180105T221230Z,2018-01-05T22:12:30.960000Z,3b
20180105T230221Z,2018-01-05T23:02:21.830000Z,3a
20180105T000540Z,2018-01-05T00:05:40.130000Z,3b
20180105T011920Z,2018-01-05T01:19:20.800000Z,3b
20180105T012223Z,2018-01-05T01:22:23.930000Z,3b
20180105T013425Z,2018-01-05T01:34:25.660000Z,3b
20180105T031757Z,2018-01-05T03:17:57.620000Z,3b
20180105T042739Z,2018-01-05T04:27:39.890000Z,3b
20180105T043103Z,2018-01-05T04:31:03.680000Z,3b
20180105T045620Z,2018-01-05T04:56:20.170000Z,3b
20180105T051120Z,2018-01-05T05:11:20.040000Z,3b
20180105T052837Z,2018-01-05T05:28:37.130000Z,3b
20180105T053705Z,2018-01-05T05:37:05.840000Z,3b
20180105T053859Z,2018-01-05T05:38:59.590000Z,3b
